"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"3204","3446_01","Earth","True","G/555/S","PSO J318.5-22",44,"False",0,0,0,0,0,"Lilasa Buckleinson","True"
"6959","7393_01","Earth","False","E/478/P","",40,"False",0,0,0,7,782,"Coracy Barks","False"
"1014","1083_01","Mars","True","F/206/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Ste Sfin","True"
"133","0141_01","Mars","False","F/30/P","TRAPPIST-1e",31,"False",NA,0,97,0,0,"Pyrohs Harte","False"
"6826","7214_01","Earth","","F/1389/S","55 Cancri e",22,"False",30,0,690,41,0,"Sethew Garzaley","True"
"7467","7987_01","Mars","False","D/248/P","TRAPPIST-1e",40,"False",3809,0,21,0,1,"Doulls Boyst","False"
"7843","8369_01","Mars","True","F/1604/S","TRAPPIST-1e",61,"False",0,0,0,0,0,"Honjay Chene","True"
"7773","8298_01","Mars","True","F/1593/S","TRAPPIST-1e",12,"False",0,0,0,0,0,"Gal Prité","True"
"1003","1066_01","Mars","True","F/220/P","TRAPPIST-1e",35,"False",0,0,0,0,0,"Weres Staf","True"
"2333","2512_02","Europa","True","C/91/S","55 Cancri e",37,"False",0,0,0,0,0,"Winork Parymider","True"
"1786","1898_01","Earth","True","G/296/S","55 Cancri e",21,"False",NA,0,0,0,0,"Walles Fishopper","False"
"7266","7770_01","Earth","False","G/1258/S","TRAPPIST-1e",17,"False",527,124,37,290,30,"Candyn Oneiles","False"
"2432","2602_03","Mars","True","E/158/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Unch Seche","False"
"7884","8414_01","Earth","False","G/1374/P","TRAPPIST-1e",24,"False",0,171,591,22,0,"Cline Welltonces","False"
"3496","3755_01","Earth","True","","TRAPPIST-1e",24,"False",0,0,0,0,0,"Stendy Gallencis","False"
"5957","6317_01","Earth","False","F/1208/S","TRAPPIST-1e",13,"False",898,0,0,NA,24,"Aarone Lewintos","False"
"3868","4147_01","Europa","False","C/149/S","TRAPPIST-1e",54,"False",0,NA,0,3200,0,"Caphact Lendly","True"
"4824","5142_04","Mars","False","F/1050/P","TRAPPIST-1e",4,"False",0,0,0,0,0,"Toisps Prin","True"
"3036","3283_03","Earth","False","G/521/S","TRAPPIST-1e",21,"False",0,0,0,646,138,"Byront Strongers","False"
"6792","7175_01","Earth","False","F/1486/P","TRAPPIST-1e",18,"False",0,0,773,0,4,"Lulah Ramoran","False"
"7069","7522_01","Earth","False","G/1214/P","TRAPPIST-1e",41,"False",0,0,0,0,908,"Harlen Cartyernan","False"
"4187","4466_01","Europa","False","A/40/P","55 Cancri e",31,"True",0,2461,0,51,2141,"Ainkard Crakete","False"
"547","0575_01","Europa","True","E/34/P","TRAPPIST-1e",18,"False",0,0,0,0,0,"Minoton Bootty","True"
"1200","1280_01","Earth","False","F/257/P","PSO J318.5-22",44,"False",0,178,482,0,0,"Antone Leton","True"
"7040","7498_02","Mars","True","F/1550/P","TRAPPIST-1e",5,"False",0,0,0,0,0,"Bonutz Cola","True"
"3133","3382_02","Earth","True","G/553/P","TRAPPIST-1e",56,"False",0,0,0,0,0,"Molley Rossey","True"
"8526","9101_01","Earth","False","F/1865/P","TRAPPIST-1e",21,"False",NA,0,496,430,0,"Gera Frazie","False"
"3393","3647_01","Europa","True","C/132/S","55 Cancri e",22,"False",0,0,0,0,0,"Mirara Dedinder","True"
"2055","2198_01","Earth","False","E/156/S","55 Cancri e",61,"False",0,654,902,0,68,"Joela Franey","True"
"257","0283_02","Earth","False","F/64/P","TRAPPIST-1e",22,"False",146,654,1,0,2,"Roydo Santin","True"
"7010","7453_01","Europa","True","C/275/S","55 Cancri e",27,"False",0,0,0,0,0,"Alarkab Aneter","True"
"4185","4465_02","Europa","False","A/54/S","TRAPPIST-1e",43,"False",31,76,0,1353,1713,"Terons Diabysid","False"
"7955","8495_01","Europa","False","C/283/P","55 Cancri e",37,"False",18,4754,1,1254,2,"Zauri Rupent","True"
"8500","9074_06","Earth","False","G/1460/S","55 Cancri e",5,"False",0,0,0,0,0,"Man Trerady","True"
"270","0294_01","Europa","True","B/8/S","TRAPPIST-1e",50,"False",0,0,0,NA,0,"Phonons Roforhauge","True"
"6926","7343_01","Earth","False","F/1412/S","TRAPPIST-1e",22,"False",0,0,1,95,605,"Tyle Mcbriddley","False"
"6282","6650_01","Earth","False","G/1077/P","TRAPPIST-1e",48,"False",12,0,0,0,796,"Joelan Beasleyes","False"
"6598","6966_01","Earth","False","F/1446/P","TRAPPIST-1e",37,"False",951,0,0,80,0,"Leneva Freevenson","False"
"6193","6546_01","Earth","False","G/1060/P","TRAPPIST-1e",34,"False",228,0,150,15,1,"Bretty Pottonalden","False"
"2840","3063_03","Earth","False","E/192/P","TRAPPIST-1e",19,"False",1,0,0,450,254,"Elina Daughttley","False"
"4615","4917_01","Europa","False","B/195/S","55 Cancri e",36,"True",1,10029,1,1679,27,"Brab Neceriont","True"
"1289","1368_01","Earth","True","G/208/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Iandy Lanks","False"
"8190","8753_03","Earth","False","F/1805/P","TRAPPIST-1e",23,"False",0,0,9,69,1157,"Min Sellentry","False"
"1771","1882_01","Europa","","C/71/S","55 Cancri e",18,"False",0,16263,72,0,15,"Magnon Antcal","True"
"6065","6409_01","Earth","False","G/1035/P","TRAPPIST-1e",22,"False",0,0,165,14,629,"Daisya Evedorsen","False"
"8030","8596_01","Europa","True","C/284/P","TRAPPIST-1e",44,"False",0,0,0,0,0,"Aldah Healted","True"
"3895","4172_06","Mars","True","F/856/P","TRAPPIST-1e",15,"False",0,0,0,0,0,"Fruik Flell","True"
"72","0076_01","Mars","False","F/18/S","TRAPPIST-1e",27,"False",147,0,1018,0,0,"Conk Dal","True"
"1991","2128_01","Earth","False","G/344/P","TRAPPIST-1e",22,"False",624,0,0,0,185,"Artis Sancockett","False"
"8237","8797_01","Earth","False","F/1705/S","PSO J318.5-22",18,"False",0,3,110,588,0,"Julies Bradamss","False"
"3776","4031_02","Europa","True","C/131/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Krabik Listive","True"
"5167","5515_01","Earth","False","F/1141/P","TRAPPIST-1e",22,"False",758,0,46,0,0,"Feryla Prestonard","False"
"4312","4594_02","Europa","False","C/144/P","TRAPPIST-1e",31,"False",0,6670,217,625,20336,"Tabiton Folhal","False"
"6930","7350_01","Earth","True","G/1192/S","TRAPPIST-1e",48,"False",0,NA,0,0,0,"Stene Strongers","True"
"5999","6348_01","Europa","False","C/238/S","55 Cancri e",NA,"False",49,13342,NA,1885,6985,"Achira Unhaftimle","False"
"2959","3205_01","Earth","True","G/507/S","55 Cancri e",55,"False",0,0,0,0,0,"Denny Dotsondez","True"
"3505","3765_01","Mars","True","F/709/S","TRAPPIST-1e",24,"False",0,0,0,NA,0,"Jayrin Cle","True"
"7717","8232_01","Earth","False","F/1574/S","TRAPPIST-1e",19,"False",5,666,0,123,440,"Eduana Rames","False"
"8238","8798_01","Earth","False","F/1706/S","TRAPPIST-1e",27,"False",1771,0,242,0,37,"Guyl Mcculley","False"
"5788","6130_01","Europa","False","C/189/P","55 Cancri e",33,"True",0,3095,0,197,40,"Sariton Fatchanble","True"
"2980","3221_01","Earth","False","G/511/S","PSO J318.5-22",19,"False",0,0,616,0,0,"Brinez Meadoney","False"
"861","0925_01","Mars","False","F/191/P","TRAPPIST-1e",34,"False",379,0,1626,0,0,"Skix Kraie","False"
"7844","8369_02","Mars","False","E/549/S","TRAPPIST-1e",57,"True",435,22,1435,4,0,"Halesh Pette","True"
"1429","1507_02","Earth","False","F/289/S","TRAPPIST-1e",14,"False",1,1,683,419,0,"Jerek Jeffey","False"
"6537","6900_01","Earth","True","G/1123/S","TRAPPIST-1e",16,"False",0,0,0,0,0,"Kyley Hendrys","True"
"461","0500_01","Mars","False","D/19/P","55 Cancri e",21,"False",513,0,1749,82,0,"Ots Cakie","True"
"7839","8366_04","Earth","False","G/1364/P","TRAPPIST-1e",19,"False",0,0,0,NA,616,"Violan Burnewman","False"
"6980","7418_01","Mars","False","F/1534/P","TRAPPIST-1e",7,"False",0,0,0,0,0,"Apench Ses","True"
"1966","2097_01","Europa","True","B/86/S","55 Cancri e",29,"False",0,0,0,0,0,"Tetra Roftfuling","True"
"4712","5023_01","Earth","False","G/813/P","55 Cancri e",36,"False",0,0,0,474,12,"Briney Griffy","False"
"6714","7085_01","Mars","False","F/1466/P","TRAPPIST-1e",62,"False",453,1,1911,0,0,"Stech Pread","False"
"2401","2581_02","Earth","False","F/531/P","TRAPPIST-1e",22,"False",26,0,0,0,733,"Ianya Conney","False"
"4142","4424_01","Mars","False","E/287/S","TRAPPIST-1e",19,"False",30,0,42,3565,7,"Kohs Pien","False"
"7735","8254_01","Mars","True","F/1700/P","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Cocowl Cone","True"
"5344","5712_01","Europa","True","E/371/S","TRAPPIST-1e",61,"False",0,0,0,0,0,"Dabik Mostedry","True"
"2592","2778_01","Mars","False","D/82/P","TRAPPIST-1e",35,"",2301,0,414,NA,0,"Gorice Fisty","True"
"6873","7273_01","Earth","False","G/1183/S","55 Cancri e",36,"False",207,0,450,94,0,"Jaimer Pacerty","True"
"7698","8213_01","Earth","False","G/1333/P","TRAPPIST-1e",32,"False",0,2,1,0,881,"Feryla Gouldensen","False"
"4432","4710_01","Mars","False","F/958/P","TRAPPIST-1e",22,"False",130,15,2454,0,0,"Lift Cread","True"
"1594","1688_03","Earth","True","G/262/S","TRAPPIST-1e",19,"False",NA,0,0,0,0,"Line Webstenson","True"
"3400","3655_01","Earth","False","F/690/S","TRAPPIST-1e",17,"False",0,432,0,3003,0,"Deandy Moreman","False"
"2311","2488_01","Mars","False","D/85/S","TRAPPIST-1e",69,"False",4483,0,525,0,500,"Meal Wate","False"
"422","0457_01","Earth","False","G/72/P","PSO J318.5-22",19,"False",0,0,747,26,0,"Leonyl Poperez","True"
"8358","8941_01","Mars","False","E/575/P","TRAPPIST-1e",26,"True",1,445,170,614,68,"Quits Perie","False"
"7756","8275_01","Mars","True","F/1588/S","TRAPPIST-1e",32,"False",0,0,0,0,0,"Slix Clake","True"
"6725","7094_01","Europa","False","E/454/P","TRAPPIST-1e",36,"False",10,2478,2080,19,328,"Preo Sloweber","True"
"5412","5779_01","Earth","False","G/938/S","TRAPPIST-1e",15,"False",0,706,0,NA,0,"Glene Simsey","True"
"2889","3123_01","Earth","True","G/511/P","",17,"False",0,0,0,0,0,"Derina Prinson","True"
"6768","7144_01","Earth","True","G/1150/P","TRAPPIST-1e",48,"False",0,0,0,0,0,"Heald Snowaney","False"
"4084","4359_02","Europa","False","C/137/P","55 Cancri e",40,"False",0,17687,0,425,155,"Strali Sebleve","True"
"5757","6101_01","Earth","False","F/1261/P","55 Cancri e",24,"False",13,0,2,673,3,"Moniey Lambucketty","False"
"6728","7096_02","Europa","False","C/260/S","TRAPPIST-1e",27,"False",0,14,0,0,2325,"Tauria Tashal","False"
"5604","5965_01","Earth","False","G/964/P","TRAPPIST-1e",22,"False",0,40,689,0,79,"Ricke Beckerson","True"
"3733","4001_06","Earth","False","G/659/S","55 Cancri e",5,"False",0,0,0,0,0,"Garry Warrishales","True"
"7438","7950_04","Earth","True","G/1287/P","TRAPPIST-1e",26,"False",0,0,0,0,0,"Elany Ingston","True"
"5413","5780_01","Europa","False","B/195/P","TRAPPIST-1e",33,"False",2233,6408,NA,23,273,"Genif Ousious","True"
"1824","1950_01","Earth","False","F/374/S","TRAPPIST-1e",51,"False",0,0,0,101,1357,"Tonyn Welles","False"
"4626","4927_04","Mars","False","F/937/S","TRAPPIST-1e",0,"False",0,0,0,0,0,"Toat Brele","True"
"6766","7142_03","Mars","True","E/474/S","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Peefox Pre","False"
"176","0198_01","Earth","","G/30/P","PSO J318.5-22",52,"False",0,0,0,0,0,"Jeroy Cookson","True"
"8289","8852_01","Mars","True","D/278/P","TRAPPIST-1e",76,"False",0,0,0,0,0,"Aark Homin","True"
"7949","8487_01","Europa","","C/282/P","55 Cancri e",32,"True",65,NA,0,88,9811,"Kajamak Boderbint","False"
"4468","4750_01","Europa","False","A/57/S","TRAPPIST-1e",28,"False",0,395,118,14,1647,"Sheratz Asolipery","False"
"4920","5246_02","Earth","False","F/1070/P","TRAPPIST-1e",NA,"False",0,13,643,47,0,"Jodia Drakeekss","True"
"4565","4862_01","Earth","False","G/783/P","TRAPPIST-1e",24,"False",0,871,17,0,0,"Jone Cruzaley","False"
"7072","7524_02","Earth","True","G/1215/P","PSO J318.5-22",23,"False",0,0,0,0,0,"Britta Simpsonks","True"
"6052","6402_02","Earth","True","G/1032/P","TRAPPIST-1e",8,"False",0,0,0,0,0,"Hanna Knoxonway","False"
"3929","4194_01","Mars","True","F/862/P","55 Cancri e",34,"False",0,0,0,0,0,"Oaters Kité","True"
"1713","1821_01","Earth","False","G/298/P","TRAPPIST-1e",26,"False",NA,4,361,0,19,"Ronna Cohendright","False"
"8077","8636_01","Mars","True","F/1772/P","TRAPPIST-1e",55,"False",0,0,0,0,0,"Panzel Ruity","True"
"4401","4668_01","Europa","True","C/180/S","55 Cancri e",64,"False",0,0,0,0,0,"Syrmion Scerodbox","True"
"5672","6025_01","Earth","False","F/1245/P","TRAPPIST-1e",42,"False",0,420,0,1,175,"Joyton Hales","False"
"2881","3114_01","Mars","False","D/97/P","TRAPPIST-1e",50,"False",1598,0,155,26,0,"Yapich Sad","False"
"4087","4361_01","Earth","False","F/819/S","55 Cancri e",27,"False",0,14,0,734,331,"Carona Coopezmaney","True"
"5442","5812_01","Earth","True","G/943/S","TRAPPIST-1e",0,"False",0,0,0,0,0,"Holey Domington","True"
"5751","6095_01","Mars","False","D/192/P","TRAPPIST-1e",29,"False",3564,0,802,0,0,"Crin Rapie","False"
"2674","2865_01","Mars","False","D/88/P","TRAPPIST-1e",34,"False",2904,23,7,0,81,"Goos Corie","False"
"6117","6453_01","Earth","False","G/1045/P","PSO J318.5-22",28,"False",0,7,17,0,1724,"Bel Harmontry","False"
"3791","4044_02","Mars","False","F/765/S","TRAPPIST-1e",2,"False",0,NA,0,0,0,"","True"
"6164","6509_01","Earth","False","F/1243/S","PSO J318.5-22",23,"False",601,0,113,0,39,"Belix Adavisons","True"
"3992","4256_04","Earth","False","F/880/P","TRAPPIST-1e",19,"False",571,0,0,97,813,"Bra Garnes","True"
"3893","4172_04","Mars","False","F/856/P","55 Cancri e",24,"False",1363,0,50,0,0,"Puffs Facle","False"
"7445","7960_01","Earth","False","F/1648/P","TRAPPIST-1e",19,"False",1,7,NA,689,0,"Heidie Quinnerettt","False"
"232","0246_01","Mars","False","D/8/P","TRAPPIST-1e",21,"False",2947,0,287,27,0,"Mele Sesa","False"
"8337","8902_01","Earth","False","G/1436/S","TRAPPIST-1e",19,"False",16,1739,9,5,8,"Enry Goodson","True"
"3622","3895_03","Mars","False","E/233/P","TRAPPIST-1e",5,"False",0,0,0,0,0,"Cranch Anpie","True"
"1249","1324_02","Earth","False","G/199/S","55 Cancri e",10,"False",0,0,0,0,0,"Wen Gilleyons","False"
"7335","7848_02","Mars","True","F/1501/S","TRAPPIST-1e",46,"False",0,0,0,0,0,"Beass Pine","True"
"3355","3609_01","Europa","False","C/118/P","55 Cancri e",28,"False",5,2052,0,3340,NA,"Grumak Fralledic","False"
"2093","2237_02","Europa","True","C/83/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Ruchban Fushausive","True"
"7611","8130_01","Earth","True","G/1308/S","TRAPPIST-1e",23,"False",0,0,0,0,0,"Morrie Mcbriddley","False"
"5705","6040_01","Earth","False","G/984/S","TRAPPIST-1e",16,"False",805,4,0,0,0,"Glendy Sterreray","True"
"6968","7398_01","Earth","False","F/1531/P","TRAPPIST-1e",19,"",105,271,1,377,17,"Jonaye Stephend","True"
"2895","3128_01","Earth","False","G/512/P","55 Cancri e",15,"False",62,57,2646,1104,312,"Heila Gordond","False"
"2259","2421_01","Mars","False","E/145/P","TRAPPIST-1e",22,"",0,0,0,0,0,"Comats Sepie","True"
"7160","7640_01","Earth","True","G/1226/P","TRAPPIST-1e",23,"False",0,0,0,0,0,"Britta Mejiarkerox","True"
"3780","4035_01","Earth","True","G/662/P","55 Cancri e",21,"False",0,0,0,0,0,"Pamiea Bryants","True"
"6757","7128_02","Europa","False","B/238/P","55 Cancri e",44,"False",0,4322,3,153,52,"Raston Dightent","True"
"2535","2721_01","Earth","False","F/563/P","PSO J318.5-22",25,"False",21,746,55,0,4,"Jodia Rigginson","False"
"950","1011_01","Earth","False","","TRAPPIST-1e",31,"False",1633,4,49,6,0,"Camie Prinson","False"
"3812","4071_01","Europa","True","B/127/P","",NA,"False",0,0,0,0,0,"Alurope Watuald","True"
"6655","7016_01","Earth","True","G/1132/P","PSO J318.5-22",21,"False",0,0,0,0,0,"Sadine Rosalanenn","False"
"3494","3753_01","Earth","False","F/776/P","55 Cancri e",55,"False",0,519,131,63,3,"","False"
"7280","7784_01","Mars","True","F/1615/P","TRAPPIST-1e",28,"False",0,0,0,0,0,"Cray Berte","True"
"5508","5876_03","Mars","True","F/1213/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Wal Cone","True"
"7360","7872_03","Earth","False","F/1633/P","TRAPPIST-1e",25,"False",131,124,408,196,9,"Leony Wardendez","False"
"4149","4431_01","Earth","False","G/727/P","55 Cancri e",38,"False",8,0,1414,10,3,"Ryany Kenzierry","False"
"697","0727_01","Earth","False","F/133/S","TRAPPIST-1e",23,"False",139,0,1,152,354,"Branda Potthews","True"
"3722","3997_01","Earth","False","G/657/S","55 Cancri e",25,"False",0,83,0,439,0,"Aliedy Yanton","False"
"5713","6052_01","Earth","True","G/980/P","TRAPPIST-1e",61,"False",0,0,0,0,0,"Fayel Rushorney","False"
"723","0765_01","Mars","False","F/142/S","PSO J318.5-22",35,"False",1248,0,55,12,0,"Frus Burle","True"
"4984","5316_01","Mars","True","F/1087/P","55 Cancri e",23,"False",0,0,0,0,0,"Cats Ses","True"
"2049","2194_01","Earth","True","G/352/S","TRAPPIST-1e",43,"False",0,0,0,0,0,"Danie Blacks","False"
"4756","5072_02","Earth","True","G/817/P","PSO J318.5-22",14,"False",0,0,0,0,0,"Melica Saley","False"
"7747","8267_02","Mars","True","F/1701/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Berers Cla","True"
"4278","4557_01","Earth","False","E/286/P","TRAPPIST-1e",17,"False",0,656,295,0,35,"Dwin Mirez","False"
"7285","7788_01","Earth","False","F/1488/S","PSO J318.5-22",43,"False",0,0,110,538,0,"Julin Guerson","False"
"2303","2477_01","Europa","True","C/86/P","TRAPPIST-1e",21,"False",0,NA,0,0,0,"Nunkib Suptibler","True"
"3236","3476_04","Earth","False","G/571/P","TRAPPIST-1e",24,"False",1,467,4,0,341,"Bonne Burksson","False"
"4424","4695_03","Mars","True","F/882/S","TRAPPIST-1e",19,"False",0,0,0,0,0,"Whex Snoff","True"
"8619","9196_02","Europa","False","C/339/S","TRAPPIST-1e",31,"False",1,104,1338,698,126,"Majorab Poustive","True"
"2269","2435_01","Earth","False","F/467/S","TRAPPIST-1e",33,"False",4,0,28,0,2757,"Lynnee Bonder","False"
"3884","4168_01","Earth","False","F/855/P","TRAPPIST-1e",38,"False",0,18,30,0,832,"Eriky Deckerson","False"
"1378","1451_02","Europa","True","C/56/S","TRAPPIST-1e",39,"False",0,0,0,0,0,"Unukath Proorbeng","True"
"2886","3120_01","Mars","True","E/204/S","TRAPPIST-1e",25,"False",0,0,0,0,0,"Rionk Rhuba","True"
"3395","3650_01","Earth","True","G/596/P","TRAPPIST-1e",37,"False",0,0,0,0,0,"Darrie Keithunts","True"
"7357","7871_01","Earth","True","","TRAPPIST-1e",18,"False",0,0,0,0,0,"Alendy Stannondez","True"
"7905","8447_01","Earth","False","F/1734/P","TRAPPIST-1e",25,"False",1,0,1,14,1491,"Erine Joyneidez","False"
"5854","6199_01","Mars","True","E/412/S","TRAPPIST-1e",34,"False",0,0,NA,0,0,"Chrice Spien","True"
"3298","3543_01","Europa","False","C/116/P","TRAPPIST-1e",39,"False",0,2804,0,130,139,"Astrark Holatirint","True"
"7595","8119_01","Earth","True","F/1555/S","55 Cancri e",2,"False",0,0,0,0,0,"Harvin Tersimpson","False"
"4717","5034_01","Earth","False","G/824/S","TRAPPIST-1e",36,"False",0,52,8,0,4160,"Briany Sellahaney","False"
"2124","2275_01","Mars","False","F/460/P","PSO J318.5-22",36,"False",241,0,670,0,0,"Mos Tirt","False"
"7519","8038_02","Europa","True","C/301/S","55 Cancri e",26,"False",0,0,0,0,0,"Asellab Gocent","True"
"391","0431_01","Mars","True","F/97/P","TRAPPIST-1e",43,"False",0,0,0,0,0,"Fronch Melto","True"
"7075","7527_01","Earth","False","F/1561/P","TRAPPIST-1e",18,"False",0,732,2,13,47,"Elle Flowensley","True"
"479","0515_01","Europa","True","B/20/S","TRAPPIST-1e",50,"False",0,0,0,0,0,"Alramix Swinvul","True"
"1970","2104_01","Earth","False","F/414/S","TRAPPIST-1e",29,"False",776,0,4,0,23,"Sonard Bootez","False"
"6440","6798_01","Earth","False","F/1414/P","TRAPPIST-1e",40,"False",3,0,61,0,742,"Therly Jacostarks","True"
"8478","9059_01","Earth","False","F/1753/S","TRAPPIST-1e",16,"False",866,0,0,184,0,"Anda Gregordy","False"
"452","0482_02","Earth","False","F/88/S","TRAPPIST-1e",28,"False",0,14,0,0,615,"Isaacy Mallerez","False"
"3718","3995_04","Earth","False","G/655/P","TRAPPIST-1e",8,"False",0,0,0,0,0,"Evey Casonston","False"
"940","1002_01","Mars","False","F/187/S","55 Cancri e",3,"False",0,0,0,0,0,"Caish Leste","True"
"7249","7749_01","Mars","True","D/244/P","55 Cancri e",29,"False",0,0,0,0,0,"Shood Pie","True"
"5045","5390_03","Earth","False","F/1032/S","TRAPPIST-1e",48,"False",83,110,0,690,8,"Brank Owerson","True"
"6807","7188_02","Europa","False","C/233/P","TRAPPIST-1e",28,"False",0,2896,46,5248,8169,"Taura Imingle","False"
"752","0789_02","Europa","False","A/8/S","TRAPPIST-1e",30,"False",0,142,870,89,3497,"Auvan Frolestty","False"
"1919","2055_04","Earth","False","G/330/P","TRAPPIST-1e",6,"False",0,0,0,0,0,"Lesley Woodwinez","True"
"206","0221_03","Mars","False","E/13/S","TRAPPIST-1e",33,"False",1933,12,188,1,0,"Jacks Reke","False"
"6306","6671_01","Mars","True","F/1279/S","TRAPPIST-1e",35,"False",0,0,NA,0,0,"Docks Mare","True"
"8078","8637_01","","True","F/1773/P","TRAPPIST-1e",28,"False",0,0,0,0,0,"Sinkes Spien","True"
"7484","8006_01","Earth","False","F/1529/S","TRAPPIST-1e",22,"False",0,1145,0,0,371,"Lilace Morrencis","False"
"1980","2116_01","Earth","True","G/339/S","TRAPPIST-1e",35,"False",0,0,0,0,0,"Dellie Waderoachez","False"
"7817","8342_01","Europa","False","E/548/S","TRAPPIST-1e",48,"False",0,NA,0,408,293,"Tach Sprender","True"
"5764","6109_01","Europa","False","C/187/P","TRAPPIST-1e",13,"False",0,9,0,NA,5648,"Terons Inghtal","False"
"6252","6616_01","Earth","False","F/1377/P","TRAPPIST-1e",20,"False",2532,1,0,59,10,"Janita Webstephrey","True"
"6224","6583_01","Europa","False","B/254/S","TRAPPIST-1e",13,"False",0,100,12253,6,80,"Charda Sunlove","True"
"3139","3387_01","Earth","True","G/540/S","TRAPPIST-1e",26,"False",0,0,0,0,0,"Eline Cainghannon","False"
